#,utterance_id,translation,emotion_words,asl_gloss,count_asl_gloss,negative,wh_question,yes_no_question,topic_focus,conditional_when,role_shift,head_pos_tilt_fr_bk,head_pos_turn,head_pose_tilt_side,head_pose_jut,head_mvmt_nod,head_mvmt_nod_cycles,head_mvmt_shake,head_mvmt_side_to_side,head_mvmt_jut,body_lean,shoulders,face_eye_brows,face_eye_gaze,face_eye_aperture,face_nose,face_mouth,face_cheeks,count_face_eye_brows,count_face_eye_gaze,count_face_eye_aperture,count_face_nose,count_face_mouth,count_face_cheeks
1379843,90083199,Both of these cases basically involve the range of cultural acceptance for making noise.,acceptance;noise,SAME;IX-3p:j;IX-3p:i;BELOW_2;NOISE;MAKE;INCLUDE/INVOLVE;CULTURE;ACCEPT;fs-RANGE;VOICE-RANGE_2;IX-3p:i,12,,,,,,,,right;slightly right,slightly left,,,,,,,,,raised-furrowed;further raised,other;down/left;into space;into space,squint;squint;slightly squinted;slightly wide;blink,,,,2,4,5,0,0,0
1379843,90787995,"if you rip it slowly, there will be loud noises.",,MUST;DCL:flat-Orip paper;SLOW;DCL:flat-Orip paper;NOISERUMBLE;NOISERUMBLE;NOISE,7,negation,,,focus,,,,,,,,,slow,,,,,raised-furrowed;raised;raised-furrowed,,squint;wide;blink;squint,,,,3,0,4,0,0,0
1379843,90172571,"For example, in some places you are allowed to burp while in other places NO, it's forbidden!  It really varies.",,FOR;SHOW;SOME;PLACE;ALLOW;fs-BURP;BURP;OTHER;PLACE;5wave no;ILLEGAL;VARY_2;5discreet,13,,,,topic;focus;topic;focus,,,,slightly right;left;slightly right;slightly left,,,,,,,,,,further raised;further raised;raised-furrowed,into space;into space;into space;into space;into space,wide;wider;wide;squint,,,,3,5,4,0,0,0
1379843,91212444,"The friend said, ""But the noises and clanking....""  It's just how she was dropping things and putting forks down. The friend interpreted that to mean she was angry.",friend;friend;angry,IX-3p:i;TO/UNTIL;THAT;NOISE;DCL:cocked-Sclanging things;HOW;DROP;FORK;ON;SURFACE;SCL:P/Kfork on table;HOW;DCL:Sclanging things;LOOK-OVER;THAT;ACTION;INTERPRET;ANGRY;FLAT/FLOOR,19,,,,,,friend;friend,,left;right;left,right;slightly left,,,,,,,right;right,,raised-furrowed,left;down/left;down;down/left;down;other;watch hands;watch hands;watch hands;other;watch hands;left;down,squint;wide;blink;wide;squint;wide;blink;slightly squinted,,,,1,13,8,0,0,0
1379843,91005359,"On one occasion, friends misinterpreted the noises Dear people made.",dear,FRIEND;IX-3p-pl-arc;INTERPRET;fs-OF;NOISE;IX-3p:j;MAKE,7,,,,,,,,slightly right;slightly left;slightly left,slightly left;slightly right,,,,,,,back/right,,raised-furrowed,other;left;left,slightly wide;squint;blink;further squinted;blink,,,,1,3,5,0,0,0
1379843,90355380,"If you want to tease hearing people, then you can peel the styrofoam cup; that's kind of a warning.",tease;hearing;kind;warning,OH-I-SEE;WANT_2;TEASE_2;HEARING;DCL:F/9peel styrofoam cup;KIND;fs-OF;WARN,8,,,,,conditional,,,,slightly right,,,,,,,,,further raised;raised-furrowed,down,wide;squint,,,,2,1,2,0,0,0
1379843,90990793,Which make noise ? Which do not?  Hmm. It depends.,noise,WHICH;part:indef;MAKE;NOISE;WHICH;NOT;5umm;VARY,8,,whq;whq,,,,,,slightly right;slightly right;left,,,,,,,,left;left;right;left,,raised-furrowed,down;other;down/right;down;down/left,wide,,lips pursed: oo-tight,,1,5,1,0,1,0
1379843,91152074,"One friend asked: ""Why is your mom angry?"", ""My mom angry?"" asked the CODA child. who then looked over at...",friend;angry;angry;child,LOOK:i;ATTENTION-WAVE;WHY;POSS-3p:j;MOTHER;ANGRY;LOOK;part:indef;MOTHER;ANGRY;part:indef;LOOK:j,12,,whq,yes-no question,,,friend;CODA,,slightly left;right,slightly left,,,,,,,,,raised-furrowed,left;other,squint;blink;squint,,,,1,2,3,0,0,0
1379843,90653137,"For example, the journal paper, which has holes in the paper, if you rip it slowly...",,FOR;SHOW;WRITE;PAPER;fs-P;WITH;DCL:F/9holes on paper;DCL:flat-Orip paper slowly,8,,,,topic,,,,slightly left;slightly right;slightly left,,,,,,,,,,further raised;raised-furrowed,watch hands;down;watch hands,wide;further lowered;blink;lowered lid;wide,,,,2,3,5,0,0,0
1379843,90320862,"For example, a styrofoam cup, when it  is peeled, is extremely noisy and loud. It sounds like fingernails scratching a chalkboard. So there is a warning not to peel styrofoam cups.",noisy;warning,FOR;SHOW;fs-STYROFOAM;fs-CUP;CUP;DCL:Ccup;DCL:F/9peel styrofoam cup;NOISERUMBLE;NOISERUMBLE;fs-NOISY;WOW;REALLY;FUTURE;DCL:5too loud;HEAR;SAME;DCL:5-C-Lnails on a chalkboard;ON;DCL:baby-Owrite on chalkboard;DCL:5-C-Lnails on a chalkboard;WOW/AWFUL;DCL:F/9peel styrofoam cup;5wave no;WARN;DCL:Ccup;DCL:Chold styrofoam cup,26,negation,,,topic;focus;focus;focus,,,front;slightly front,slightly left;slightly right;left;slightly right;right,,,,,slow,,,left,,further raised;raised-furrowed;further raised;raised;raised-furrowed,into space;down,wider;squint;wider;closed;squint;further squinted,,,,5,2,6,0,0,0
1379843,91010270,"As I said earlier. Deaf people making noise are regarded as ""off"", as if something is wrong. This tells a lot about status.",noise;wrong;status,ALSO;IX-1p;SAY;BEFORE_2;alt.LOOK-OVER;OFF-POINT;ABOVE_3;alt.LOOK-OVER;SOMETHING/ONE;WRONG;LOOK-OVER;TELL:i;A-LOT;KIND;fs-STATUS,15,,,,,,,,right;slightly right;right;right;slightly left,left;left;slightly left;right,,,,,,,back/right;back/left;back/left,,raised-furrowed,other;other;other;other;other,slightly squinted;blink;squint;blink;further squinted;blink;further squinted;squint;further squinted,,,,1,5,9,0,0,0
1379843,91156702,"mother in the kitchen, who was opening and closing cabinets and clanking the items. This was making noise.",mother;noise,MOTHER;IN;(K)KITCHEN;IX-loc:i;DCL:Aopen and close drawer;DCL:Aopen drawer;DCL:Sclanking things;DCL:Sclanking things;5making noises;DCL:Aopen drawer;DCL:Sclanking things,11,,,,,,,,left;left;slightly right;slightly left,slightly right;slightly left;slightly right,,,,,,,,,raised-furrowed,left;down;into space;left;down;other;into space;into space,squint;slightly squinted;squint;blink;slightly squinted;blink,,,,1,8,6,0,0,0
1379843,91099884,"have hearing friends come over, to socialize.",hearing,FRIEND;COME;HEARING;FRIEND;COME;(5)SOCIAL/INTERACT_2,6,,,,,,,,right;left;left,right;slightly left,,,,,,,,,raised,other;into space;other,lowered lid;further lowered;squint;blink,,,,1,3,4,0,0,0
1379843,90200300,"Now back to Deaf people: As they learn about noises they should not make, they share.",learn;share,NOW;BACKWARD_2;DEAF;PEOPLE;LEARN;ABOUT;DIFFERENT;NOISE;IX-3p:i;MAKE;alt.WRONG;OH-I-SEE;TRADE,13,,,,sentence-initial adverb;focus;focus,when,,,slightly right;slightly left;left;slightly right;left;slightly right;left,slightly left;slightly right,,,,,,,,,raised-furrowed;raised;further raised,into space;into space;left;down/right;down;into space;down;down/right;left,squint;blink;squint;slightly squinted;blink;squint;blink;squint;blink;slightly squinted;blink;wider;blink;wide;blink;wider;blink;wider;blink,,,,3,9,19,0,0,0
1379843,90794733,It must be ripped fast to reduce the noise.,noise,MUST;DCL:flat-Orip paper fast;FAST_3;DCL:flat-Orip paper fast;LESS,5,,,,,,,,slightly right,,,,,,,,,,raised-furrowed,watch hands,squint;slightly squinted,,,,1,1,2,0,0,0
1379843,89944569,"other sounds that people make; people can observe and analyze the person's identity, character, and status. Just from noises the person makes.",status,NOISE;MAKE;NOISE;PEOPLE;NOT;LOOK;CAN;LOOK;ANALYZE_2;POSS-3p:i;IDENTIFY;CHARACTER;part:indef;part:indef;fs-STATUS;alt.LOOK-OVER;FROM;NOISE;MAKE;part:indef;part:indef,21,negation,,,topic,,,,,slightly left,,,,,,,left,,raised-furrowed;further raised;raised-furrowed;further raised,down/left;down;other;other;other;other;other,squint;wide;lowered lid;blink;squint;blink;squint,,,,4,7,7,0,0,0
1379843,91055614,Sometimes hearing people interpret noises made by Deaf people and think maybe they're angry.,hearing;angry,SOMETIMES;INTERPRET;NOISE;MAKE;THINK;MAYBE;ANGRY,7,,,,,,,,slightly right,slightly right,,,,,,,left,,raised-furrowed,other;other,blink;squint;blink;squint;slightly squinted,,,,1,2,5,0,0,0
1379843,90625023,"Some paper needs to be ripped up slowly, and some needs to be torn up quickly.",torn,SOME;REQUIRE;SLOW;DCL:flat-Orip paper slowly;SOME;REQUIRE;FAST_3;DCL:flat-Orip paper quickly,8,,,,,,,,slightly right,,,,,,,,,,raised-furrowed,into space,squint;wide;squint;blink,,,,1,1,4,0,0,0
1512935,47904512,I know that what happens down there is very taboo to hearing people.,taboo;hearing,KNOW;DOWN;5wave no;fs-TABOO;TO/UNTIL;HEAR;AREA;5wave no,8,,,,,,,,slightly left;slightly right,,,,,,,,,,raised,down/right;down;into space;other,closed;further lowered;squint;closed;wider,,,,1,4,5,0,0,0
1512935,47065092,So I came to view the bathroom as the safe sanctuary for making those kinds of noises.,safe;sanctuary,OH-I-SEE;TOILET;IX-1p;VISUALIZE;BECOME;SAFE;fs-SANCTUARY;FOR;THAT;KIND;NOISE,11,,,,topic,,,,,right;further right;slightly left,,,,,,,left;slightly right,,raised;raised-furrowed,,wider,,,,2,0,1,0,0,0
1512935,45881614,Some CODAs shared their experience of an embarrassing moment.,embarrassing,SOME;fs-CODA;IX-3p:i/j;BETWEEN/SHARE;EMBARRASS;MINUTE;POSS-3p-pl-arc;EXPERIENCE,8,,,,,,,,slightly left;left,left,,,,,,,,,lowered;slightly lowered,,blink;squint;further lowered;squint,,,,2,0,4,0,0,0
1512935,51764495,He was shocked because she used the same line as his parents when he was growing up.,,LOOK:j;VISUALIZE;SAME;LINE;MOTHERFATHER;MOTHERFATHER;USE_2;IX-3p:i;UP-TO-NOW;GROW-UP;LOOK:j;BUOY,12,,,,,,Deaf;Deaf,,right;right,right,,,,,,,,,raised-furrowed,other;other,blink;blink;slightly squinted;squint,,,,1,2,4,0,0,0
1512935,47427088,It's still a necessity to control how you emit the waste properly.,necessity;waste,QUOTE/TOPIC;MUST;HAVE;MANAGE/CONTROL;HOW;IX-2p;fs-EMIT;DCL:5emit waste;fs-WASTE,9,,,,,,,,,right;slightly right,,,,,,,,,raised-furrowed,left;down,lowered lid;squint;blink;slightly squinted,,,,1,2,4,0,0,0
1512935,49985301,"There's a story about a Deaf man who grew up in a hearing family; and the family was not so great with sign language. Every time he went to the bathroom, his parents would react to the loud noise.",hearing;time;react;noise,ONE;FRIEND;IX-loc:i;STORY;ABOUT;IX-3p:i;GROW-UP;HEARING;FAMILY;IX-3p:i;FAMILY;SIGN;SO-SO;part:indef;EACH;TIME;GO;TOILET;MOTHERFATHER;MOTHERFATHER;5shocked;LOUD,22,,,,topic;topic;topic;topic,,,,,right;right;slightly right;slightly left;slightly right;slightly right;slightly right,,,,,,,,,raised-furrowed;further raised;raised-furrowed,left;down/left;down/left,lowered lid;blink;lowered lid;wide;blink;lowered lid;blink;further lowered;closed;further lowered;closed;further lowered;closed;further lowered;blink;closed;blink;blink,,,,3,3,18,0,0,0
1512935,46516761,"Or if someone goes above the acceptable range, then people will look upon that person negatively.",acceptable,fs-OR;IF;IX-1p;ABOVE_3;ACCEPT;fs-RANGE;IX-loc:i;INTERPRET;IX-3p:j;OH-I-SEE;SCL:V/2look up and down;KIND;PERSON;IX-3p:j;SCL:V/2look down,15,,,,,conditional,,slightly back;back,right,slightly left,,,,,,,,,further raised,left;other,wide;squint;slightly squinted;slightly lowered;slightly squinted;squint,,,,1,2,6,0,0,0
1512935,51779354,"He said, ""pissing like a horse is good."" She said, ""No! It's awful.  It's very loud.""",horse;good;awful,PISS-OFF;SAME;HORSE;part:indef;GOOD/THANK-YOU;SAME;WOW/AWFUL;LOUD,8,negation,,,,,Deaf;woman,,further right,,,,,slight rapid head shake,,,,,raised-furrowed,down;into space,further squinted,,,,1,2,1,0,0,0
1512935,45678110,"But, it's not precisely permitted since those places have their own hearing culture of expectations in the voice range.",hearing;culture,5uncertain;IX-loc:i;HAVE;YES_2;alt.SCREAM;AREA;AUDIENCE;IX-3p-pl-arc;HEARING;POSS-2p;CULTURE;IN;KNOW;fs-OF;VOICE-RANGE_2;fs-RANGE;VOICE;VOICE-RANGE,18,,,,focus;topic,,,slightly back;back;slightly front,,slightly right;slightly left;slightly right;slightly left,,,,,,,back;left;left,,raised-furrowed;further raised;raised;raised-furrowed;raised,into space;other;up;other;down/right;down/right;watch hands;watch hands;down,wide;slightly squinted;squint;wide;wide;wide;squint;lowered lid;slightly squinted;further squinted;wide,,,,5,9,11,0,0,0
1512935,39918381,"If someone were to make a loud noise, they would be looked down upon as no good, having no class, and being impolite.",noise;good;impolite,NOISE;LOUD;5wow;LOOK-OVER;part:indef;PERSON;REALLY;THINK;NO-GOOD;part:indef;fs-CLASS;part:indef;POLITE;NONE/NOTHING;part:indef;LOOK-OVER;part:indef,17,negation;negation,,,,conditional,hearing person;hearing person,,left;left;right;right;right;right;left,left;right;slightly right;slightly right,,,,slight single head shake;slight single head shake,,,slightly right;slightly right,,raised-furrowed,left;down/left;left;up/right;other;other;other;other;left;left,blink;slightly squinted;further lowered;blink;blink;slightly squinted;squint,,,,1,10,7,0,0,0
1512935,46361389,There are many different experiences reported by various testimonies.,,THAT;IX-3p:i;DIFFERENT;IX-3p:i;IX-3p:j;EXPERIENCE;IX-3p:i;IX-3p:j;BETWEEN/SHARE-arc;THROUGH;DIFFERENT;fs-TESTIMONIES;IX-3p:j,13,,,,,,,,slightly left,slightly right;slightly left,,slight rapid head nod,,,,,,,raised-furrowed,other;into space;left,further squinted;blink;further lowered;blink;lowered lid,,,,1,3,5,0,0,0
1512935,50787137,He was pleased with the remark. His parents gave up about it and left him alone.,pleased,part:indef;FINE;MOTHERFATHER;MOTHERFATHER;LOOK;GIVE-UPfs-UP;GIVE-UPfs-UP;FINISH;LEAVE-THERE,9,,,,,,Deaf,,slightly left;slightly right,slightly right,,,,rapid,,,right,,raised-furrowed;further raised;raised-furrowed,left;into space;other,wide;lowered lid;blink,,,,3,3,3,0,0,0
1512935,45846594,"Deaf people scream and if it goes over the spectrum, people would notice it.",scream,VOICE-RANGE;DEAF;SCREAM;HEAR;SCREAM;DCL:crvd-Babove the voice range;SCL:3people staring;NOTICE,8,,,,,conditional,,,right;further right;left,,,rapid,,,,,,,raised;raised-furrowed;raised;raised-furrowed;raised;raised-furrowed;raised;slightly raised,left;other;other;left,wide;squint;wide;further squinted;blink;blink,,,,8,4,6,0,0,0
1512935,50685256,He wasn't sure what was it meant. He thought that it was a positive thing - that he urinated like a very healthy horse. So he was delighted by his parents' comment.,thought;healthy;horse;delighted,LOOK;part:indef;part:indef;WHAT;part:indef;MEAN;part:indef;IX-3p:i;THINK;MEAN;PLUS;SAME;DCL:Sstrong horse;BRAVE/RECOVER;HORSE;SCL:Shorse galloping;part:indef;part:indef;FINE;part:indef;MOTHER;1p-LOOK:j;LOOK:j;part:indef;OK;part:indef,26,,,,focus,,Deaf;Deaf;mother,,left;left;slightly left;left;left;left;slightly right;left,slightly right;slightly right;slightly right;slightly right;slightly left;slightly right,,slight rapid head nod;slow;slow,,,,,,,raised-furrowed;further raised;raised-furrowed;further raised;raised-furrowed;further raised;raised-furrowed;further raised,left;left;down/right;down/right;left;left;down/left;down/left;down/left;down/left;into space;down;left;other;left,lowered lid;blink;squint;lowered lid;blink;blink;further lowered;blink;blink;blink;blink;blink;blink;blink;wide,,,,8,15,15,0,0,0
1512935,49666377,"He was around 15 years old at that time. When he found out, he was disturbed about it. Well, he was lucky, because I know others who didn't come to know about this until much later.",time;found;disturbed;lucky,fs-WAS;AROUND;FIFTEEN;OLD;KNOWNEG;KNOWNEG;OH-I-SEE;DISGUST;IX-3p:i;fs-AT;OLDFIFTEEN;OLDFIFTEEN;LUCKY;IX-3p:j;(B-L)BECAUSE;HAVE;OTHER;DEAF;WHO;KNOWNEG;KNOWNEG;TO/UNTIL;FUTURE;LATER_2;IX-3p:i;fs-AT;OLDFIFTEEN;OLDFIFTEEN;OTHER,29,negation;negation,,,,,,,right;slightly left;left,,,slow,,slow;slow,,,,,further raised,other;up/left;down/left;into space;other;into space;into space;into space,wide;blink;wide;blink;wide;blink;wide;squint;blink;blink,,,,1,8,10,0,0,0
1512935,48629582,"He was making bubbles creatively. After that, he flushed.",,DCL:crvd-sprd-Bmaking bubbles;ALL;DCL:5bubbles covering toilet bowl;FULL;5cheering;FINISH;FLUSH,7,,,,,,,,,slightly left;right;left;right;left;right;left;right,,,,,,,,,raised-furrowed;raised;raised-furrowed,down;down;down;down,lowered lid;further lowered;further lowered;closed;further lowered,,,,3,4,5,0,0,0
1512935,47877712,"When they enter the bathroom and are ready to eliminate waste, they will turn on running water or music to cover up and drown out the bathroom noises.",ready;waste;music;cover;drown,IX-1p;ENTER;TOILET;DCL:crvd-Vsit on toilet;GO_2;TOILET;IX-1p;IGNITION-ON;WATER;DCL:5water running;5ehh;DCL:5water running in toilet bowl;DCL:5water running down side of toilet bowl;OR;MUSIC;DCL:5cover up both noises;fs-DROWN;DCL:5cover up both noises;THAT;NOISE;TOILET;DCL:bent-B-Lemit waste,22,,,,,when,,,right;right;slightly left,slightly right,,,,,,,,,further raised;raised-furrowed;further raised;raised-furrowed,down;left;other;other;left;watch hands,wide;wider;wide;slightly squinted;squint;slightly squinted;slightly wide;further lowered;slightly squinted,,,,4,6,9,0,0,0
1512935,47609690,"There's a cultural range, you cannot go in the bathroom and emit waste loudly. People would be horrified. You have to emit the waste gently.",waste;horrified;waste,HAVE;CULTURE;VOICE-RANGE;fs-RANGE;CANNOT;ENTER;DCL:5emit waste;FUTURE;5surprised;DCL:5extremely embarrassed;MUST;DCL:5gently emit waste;HAVE;MANAGE/CONTROL;WOW/AWFUL;IX-loc:i;SAME;CARRY,18,negation;negation,,,,,,,left;slightly right;right;left;slightly right,,,slow,,single;slow,,,,,raised-furrowed;raised-furrowed;lowered,left;watch hands;left;down/right;into space;other;down/right;other;left;into space;left;watch hands,further squinted;squint;blink;wide;blink;wide;further squinted;blink;lowered lid;closed;lowered lid;further squinted;blink;further squinted;squint,,,,3,12,15,0,0,0
1512935,51694177,"They went out on a date. When they got home, he went to the bathroom, and the CODA woman heard him. When he got out, she told him, ""You piss like a horse.""",horse,GO-OUT;DATE/DESSERT;PROGRESS;POSS-3p:i;HOME;5gathering;ENTER;TOILET;fs-CODA;(5)WOMAN;LOOK:j;HEAR;IX-3p:i;5wow;OUT;POSS-3p:i;IX-2p;PISS-OFF;SAME;HORSE;IX-2p;HEAR;IX-3p:i;5wow,24,,,,,when,CODA,,left;slightly left;slightly right;right;right;left;left,right;slightly left;slightly right;slightly left;slightly right,,,,,,,left;slightly right,,further raised;raised-furrowed;further raised;raised-furrowed,into space;left;left;other;other;other;left;left,lowered lid;blink;lowered lid;blink;lowered lid;squint;further lowered;squint,,,,4,8,8,0,0,0
1512935,46883941,"When I grew up, I always have been informed that if I need to make natural body noise like a fart, burp, etc., the only place that I can do that is in the bathroom.",noise,GROW-UP;IX-1p;TELL;IF;MAKE;NOISE;FART;AMONG;BURP;fs-BURP;AMONG;THAT;POSS-2p;NATURAL;fs-HUMAN;BODY;fs-NOISE;NATURAL;IX-honorific:j;WHERE;DO;THAT:j;IX-loc:i;IN;TOILET,25,,,,focus,when;conditional,,,,slightly left;slightly right;slightly left;slightly right;left;slightly right;right;slightly right;slightly left;right,,slight rapid head nod,,,,,,,raised-furrowed;raised;lowered;further raised;lowered,down/right;other;down/right;down;into space,lowered lid;slightly wide;slightly wide;further lowered;blink;squint;closed;squint;wide;wide,,,,5,5,10,0,0,0
1512935,40214885,My hearing colleague here at Gallaudet University. He told me that he could identify which Deaf or hearing person in the public bathroom as they're in the stall based on how they emit the waste.,hearing;university;hearing;public;stall;waste,fs-C;FRIEND;fs-COLLEAGUE;POSS-1p;IX-loc:i;HERE;fs-AT;ns-GALLAUDET;COLLEGE;TELL-1p;ENTER;TOILET;IX-3p:i;CAN;LOOK:j;fs-PUBLIC;AREA;CAN;TELL;WHICH;IX-3p:i;HEARING;DEAF;HEARING;REALLY;SET-UP;ON;HOW;IX-3p:i;DCL:5emit waste;fs-WASTE;IX-3p:i;IX-3p:j;IX-3p:k,34,,whq,,topic;topic,when,,,right;right;slightly right;slightly left;slightly left;slightly right;right,slightly right;slightly right;slightly right;right;left;right;right,,slow,,,,,left;slightly right;left;slightly right;left,,further raised;raised;further raised;raised-furrowed;raised;slightly lowered;further raised;raised-furrowed,other;other;left;other;into space;to addressee;into space;to addressee;other;into space,squint;wider;squint;wider;lowered lid;further lowered;squint;squint,,,,8,10,8,0,0,0
